Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013
BRA;Stock price volatility;GFDD.SM.01;;;;;;;;;;;;;;;;;;;;;;;;;;130,361969;100,689743;87,61037445;85,97467041;65,73219299;79,05725098;78,70333862;84,27036285;97,7026825;60,96748352;63,86605453;43,06819534;28,80978203;47,62306213;61,38978577;40,76269913;32,47554779;33,65968704;32,09173965;27,99472618;26,64113235;24,86087418;25,12174225;32,74568558;48,44228363;31,65586281;21,4169445;24,46315575;22,2297554
BRA;Syndicated loan average maturity (years);GFDD.DM.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,264582634;4,021978855;5,005202293;3,585844994;5,546387196;6,328711033;5,978508472;5,754764557;6,659779072;9,476668358;6,963978291;7,22145462;7,110760212;4,928700924
BRA;Syndicated loan issuance volume to GDP (%);GFDD.DM.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,552390456;1,887905836;0,929647505;0,512870133;0,878256738;0,89904201;2,701884985;1,773357034;0,887134194;1,336893559;0,741392314;0,901246727;0,665881217;0,868990242
BRA;Total factoring volume to GDP (%);GFDD.OI.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,620000005;0,282999992;0,270000011;0,250999987;1,896999955;2,905999899;1,73300004;1,789999962;2,288000107;2,724999905;3,153000116;2,681999922;2,430000067;2,247999907;1,863000035;2,619999886;3,062999964;2,388000011;2,552999973;1,937999964
BRA;Value of collateral needed for a loan (% of the loan amount);GFDD.AI.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,1;;;;
BRA;Value traded excluding top 10 traded companies to total value traded (%);GFDD.AM.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,27400208;38,3429985;44,90000153;47,87400055;44,79399872;50,87400055;52,74200058;51,22900009;60,80500031;59,44400024;50,38700104;44,48500061;49,65999985;52,28900146;61,35100174;57,15200043
BRA;Working capital financed by banks (%);GFDD.AI.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,5;;;;
CHL;5-bank asset concentration;GFDD.OI.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,08824921;99,39079285;100,0;60,10900879;71,22725677;71,92066956;72,13735199;73,81912994;73,70918274;71,46877289;;;;;;
CHL;Account at a formal financial institution (% age 15+);GFDD.AI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,17929077;;
CHL;Account used for business purposes (% age 15+);GFDD.AI.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,009030819;;
CHL;Account used to receive government payments (% age 15+);GFDD.AI.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,70893383;;
CHL;Account used to receive remittances (% age 15+);GFDD.AI.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,028991222;;
CHL;Account used to receive wages (% age 15+);GFDD.AI.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,21165085;;
CHL;ATMs per 100,000 adults;GFDD.AI.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,21166229;39,211586;43,14927292;48,62023926;54,53720093;57,50492477;61,40690994;64,36113739;67,27912903;64,49707794
CHL;Bank accounts per 1,000 adults;GFDD.AI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1436,634033;1451,327026;1651,446045;1782,021973;1936,227051;2038,286011;2133,158936;;;
CHL;Bank branches per 100,000 adults;GFDD.AI.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,49276447;13,06237984;13,78824139;14,85967922;15,3038063;16,86669159;17,28379822;17,19200516;17,07104111;17,16571999
CHL;Bank capital to total assets (%);GFDD.SI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;7,800000191;7,5;7,199999809;7,199999809;7,300000191;7,0;7,099999905;6,800000191;7,099999905;6,434000015;6,84800005;8,284999847;7,770999908;8,005999565;8,126000404
CHL;Bank concentration (%);GFDD.OI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,49367142;93,63269043;93,5091629;100,0;54,68647003;54,14455032;53,50136948;55,06829071;54,21960068;52,06225967;;;;;;
CHL;Bank cost to income ratio (%);GFDD.EI.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58,97729874;60,35069656;59,52412415;55,45938873;61,44152069;80,27088928;82,80308533;79,85079956;69,71810913;60,01708221;51,69713974;48,81476974;46,58533859;49,69984055;46,26166534;42,77960205
CHL;Bank credit to bank deposits (%);GFDD.SI.04;;112,9094391;62,58169937;102,4134293;109,5123901;99,15834045;96,40458679;89,32952881;83,94512939;78,35831451;70,09319305;53,80034637;48,58387756;30,94289589;58,27229691;76,92327881;80,38050079;153,3149261;137,510437;147,3769836;174,2022552;191,7772675;225,5902863;240,229248;249,9609833;205,1344147;188,5723114;168,0242767;156,4853821;158,312088;145,9399872;128,6600952;135,6783295;140,3300934;146,7675323;145,4566193;143,6838531;130,1579132;125,4144669;119,1228027;125,3640671;130,9243469;131,966156;139,8390808;137,0917816;133,430603;133,4446564;136,735321;140,3113708;170,470871;167,9875793;162,2411194;158,8958282;153,7729492
CHL;Bank deposits to GDP (%);GFDD.OI.02;;;14,36366081;13,47665691;8,812218666;8,704256058;8,759631157;9,062868118;9,488841057;9,461423874;9,48339653;12,23581982;13,30960369;10,02581882;6,301438808;6,972833157;7,301241875;9,01194191;11,47672176;14,6021471;18,93613434;22,93530083;27,4224453;25,2763195;23,32816315;23,67813492;24,08463669;24,38747406;25,00077629;26,73765182;28,16079903;27,33063698;28,87433052;30,74467278;29,94106483;30,05499649;33,04676056;36,79420471;41,61088943;46,19266891;46,92212296;47,00750351;46,87086105;45,05793762;42,41119385;44,27803421;43,9211731;46,35275269;52,92515182;47,34091568;37,4658699;39,35805511;43,21976471;46,53043747
CHL;Bank lending-deposit spread;GFDD.EI.02;;;;;;;;;;;;;;;;;;;;;9,420999527;11,11999989;15,18700027;14,80799961;10,70300007;7,868000031;7,31799984;7,381000042;6,050000191;8,220000267;8,515000343;6,227000237;5,676000118;6,105000019;5,221000195;4,426000118;3,885999918;3,65199995;5,251999855;4,063000202;5,642000198;5,703999996;3,957999945;3,444999933;3,190000057;2,746000051;2,894000053;3,061000109;5,772999763;5,203000069;3,003999949;3,743000031;4,269000053;4,092999935
CHL;Bank net interest margin (%);GFDD.EI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,79698801;7,093525887;7,203213215;6,61652422;5,244565964;6,62592268;7,330926418;8,282482147;9,135761261;7,946493149;4,450648308;4,810975075;4,497551918;4,722718239;4,423482895
CHL;Bank noninterest income to total income (%);GFDD.EI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,23343086;26,9020977;29,13641167;34,25803757;33,20710373;42,38389969;26,63951683;37,96533203;24,29880142;26,71221924;30,23154259;34,11871719;34,23762131;29,73478127;27,89013863;27,22688103
CHL;Bank nonperforming loans to gross loans (%);GFDD.SI.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;1,700000048;1,700000048;1,600000024;1,799999952;1,600000024;1,200000048;0,899999976;0,699999988;0,800000012;0,976000011;2,926000118;2,693000078;2,345999956;2,157000065;2,105000019
CHL;Bank overhead costs to total assets (%);GFDD.EI.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,028661966;3,996231079;4,038655758;4,346361637;5,579107761;5,802563667;7,180782795;5,815311909;6,00805378;5,401024818;3,063297749;3,151356459;2,951162338;2,826301098;2,415131092
CHL;Bank regulatory capital to risk-weighted assets (%);GFDD.SI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;13,5;13,30000019;12,69999981;14,0;14,10000038;13,60000038;13,0;12,5;12,19999981;12,52600002;14,33899975;14,13799953;13,93500042;13,31200027;13,32400036
CHL;Bank return on assets (%, after tax);GFDD.EI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,962260127;2,278689384;2,235535383;2,248935699;1,14153564;1,15278399;1,973761559;2,343641758;3,144836426;2,351737499;1,028069139;1,478340745;1,497928858;1,473607302;1,430433035
CHL;Bank return on assets (%, before tax);GFDD.EI.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,958696008;2,420975924;2,498073101;2,544490099;1,303997397;1,255042195;2,219741821;2,686341286;3,408286572;3,576344013;1,834138989;2,408149719;2,377675295;1,708841443;1,740540862
CHL;Bank return on equity (%, after tax);GFDD.EI.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,94806004;15,15104866;14,20245266;15,07835579;8,047644615;7,877094746;12,31642437;13,52466393;19,20378304;29,36356735;13,92103386;19,49977875;18,97879791;17,08952522;16,38743782
CHL;Bank return on equity (%, before tax);GFDD.EI.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,9075098;16,09711456;15,87036514;17,05994797;9,192974091;8,575836182;13,85136032;15,50231171;20,81252861;44,65388489;24,83598709;31,76425171;30,1252079;19,81755257;19,94011879
CHL;Bank Z-score;GFDD.SI.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,076439857;29,10480309;29,43894577;26,24549675;25,37653732;25,93962288;31,1813221;32,14311218;30,34223366;15,11267757;14,28453541;14,46263504;15,96288109;16,82749176;16,2688427
CHL;Banking crisis dummy (1=banking crisis, 0=none);GFDD.OI.19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
CHL;Boone indicator;GFDD.OI.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,059410799;0,0;0,000752506;-0,014384245;0,016706424;-0,069036901;-0,072951503;-0,070617303;-0,035675358;0,0;0,022602458;0,0;0,0;0,0;0,0
CHL;Central bank assets to GDP (%);GFDD.DI.06;;;10,71866608;8,247323036;7,87358284;10,79413795;10,88957024;11,54090023;10,99180603;9,823814392;9,373124123;15,3164587;21,97017097;25,91513824;23,35957527;31,19817352;27,74567604;24,87845421;22,73976707;19,36087608;15,94193459;11,32574749;13,26612186;19,76211548;27,81217766;41,12215042;50,20631027;47,59566116;42,22945404;34,09139633;28,10320663;24,22480202;21,17935753;19,59244728;16,54540253;13,82671547;12,61812305;12,29605579;12,58200264;12,65090656;12,37316418;12,57037735;12,31228924;10,52427197;7,682063103;5,428516388;3,371345758;2,278397799;1,952492356;1,89260602;1,68671;1,554322243;1,464667082;1,366056323
CHL;Checks used to make payments (% age 15+);GFDD.AI.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,05297184;;
CHL;Consolidated foreign claims of BIS reporting banks to GDP (%);GFDD.OI.14;;;;;;;;;;;;;;;;;;;;;;;;66,229;72,088;95,063;89,886;72,043;55,474;42,622;38,812;32,637;32,223;30,689;33,606;30,08;34,39;39,971;49,441;58,171;63,839;61,563;61,373;63,53;51,843;46,688;41,901;47,193;46,972;61,88;55,091;51,642;54,967;49,38
CHL;Consumer price index (2005=100, average);GFDD.OE.02;0,000106496;0,00011468;0,000130626;0,000188412;0,000275044;0,000354379;0,000435427;0,000514418;0,000651413;0,000851067;0,001127762;0,001353979;0,002407442;0,010901572;0,065925501;0,312971652;0,976234913;1,873923302;2,625127077;3,501636267;4,73205328;5,663645267;6,226669312;7,923884869;9,497584343;12,41367531;14,83146954;17,78008652;20,39097786;23,86314201;30,07626343;36,62820053;42,27839661;47,65948868;53,11322403;57,48583984;61,71628952;65,50188446;68,84918976;71,14660645;73,88096619;76,51785278;78,42268372;80,62650299;81,47689819;83,96404266;86,81211853;90,63861847;98,53892517;98,60881805;100,0;103,3403168;106,4472656;108,3544922
CHL;Consumer price index (2005=100, December);GFDD.OE.01;0,000108468;0,000118892;0,000151816;0,00022065;0,000305535;0,00038444;0,00044965;0,000548092;0,000701208;0,000906956;0,001223781;0,001494581;0,003937133;0,023939874;0,113924921;0,502067149;1,377272606;2,251726151;2,934455395;4,075958729;5,349218845;5,859520435;7,074385166;8,707996368;10,71428108;13,54456902;15,89535999;19,30519295;21,75365257;26,41142464;33,62945938;39,90404892;44,96957779;50,47145844;54,98649597;59,49446487;63,43981934;67,27507782;70,41338348;72,03960419;75,30012512;77,28492737;79,46769714;80,32019806;82,27065277;85,28472137;87,4745636;94,31782532;101,0075531;98,12400055;101,0427704;105,5293961;107,0972519;109,9906464
CHL;Corporate bond average maturity (years);GFDD.DM.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,15595293;9,802530289;10,28856945;12,80943394;15,78622055;17,53840256;20,75789261;12,11602306;13,09378147;12,38679886;10,1486454;10,26560974;14,32684803;16,12413597
CHL;Corporate bond issuance volume to GDP (%);GFDD.DM.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,10319829;2,186446667;1,13297832;2,689399242;2,085339308;2,846159935;1,511107922;0,777911484;1,197445869;3,010263205;1,838149667;2,46794486;2,555386305;3,192748547
CHL;Credit card (% age 15+);GFDD.AI.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,84935951;;
CHL;Credit to government and state owned enterprises to GDP (%);GFDD.EI.08;;;;;;;;;;;;;;;;;;;;;0,684000015;0,765999973;5,728000164;5,90500021;7,149000168;9,276000023;7,743000031;5,835000038;1,277999997;1,417999983;3,545000076;2,151000023;1,258000016;1,15199995;0,765999973;0,635999978;0,70599997;1,276000023;2,171000004;0,981000006;0,922999978;1,287999988;1,177000046;0,936999977;0,926999986;0,978999972;0,703000009;1,016000032;1,307999969;2,210999966;1,95599997;2,078999996;2,401000023;2,529000044
CHL;Debit card (% age 15+);GFDD.AI.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,77008057;;
CHL;Deposit money bank assets to deposit money bank assets and central bank assets (%);GFDD.DI.04;;58,56502151;52,96147156;70,47677612;49,58191299;49,15673447;45,84645844;45,18453979;47,48153687;48,26568985;47,31468201;32,95981979;27,25779915;16,82760239;18,9593811;18,63450813;25,85157394;39,88212204;47,03393936;58,91965103;73,51456451;84,13556671;80,2253952;72,53282166;66,7744751;53,71147919;50,79743195;50,90880585;50,47638702;61,9615593;61,21323395;63,01087952;67,23643494;70,56430054;74,62732697;77,81561279;80,69849396;80,5274353;82,09672546;82,07552338;82,87654877;83,09551239;84,10467529;86,95187378;90,06458282;93,391716;95,74966431;97,24069977;97,63156891;97,40867615;97,57485199;97,88009644;98,10561371;98,31970978
CHL;Deposit money banks' assets to GDP (%);GFDD.DI.02;;17,60727882;13,35956669;12,29087067;10,96140194;10,52118587;9,804906845;9,635276794;9,49532032;9,023538589;8,576105118;9,357484818;9,450770378;7,087086201;5,102044106;7,217216969;7,971682072;12,85181904;17,72757339;22,35727119;31,94075394;42,77642059;60,13677216;63,94036484;63,02721024;60,80172729;54,88279343;49,24811172;43,41415405;43,30178833;45,06588364;39,70997238;39,71733475;43,5727005;43,85748672;44,54013443;48,39089203;51,11632919;54,81002808;57,96934509;58,30690384;61,33024216;62,8082962;62,24601364;59,55583572;60,73056793;59,37492371;63,47224808;74,50019073;74,50939178;65,61401367;67,07714081;71,70846558;75,23213959
CHL;Depositing/withdrawing at least once in a typical month (% age 15+);GFDD.AI.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,73518753;;
CHL;Domestic credit to private sector (% of GDP);GFDD.DI.14;22,44252396;13,32586384;14,56165218;12,03048801;11,3118124;10,45525932;9,937060356;9,940068245;9,759506226;8,653709412;8,087480545;9,106226921;9,488929749;6,533052921;6,324688435;8,660165787;16,10528564;20,01696014;28,94824219;36,25068665;46,85330963;53,15155029;84,09072876;75,29938507;82,39757538;69,32351685;62,69888687;57,40917969;52,62877274;48,86528015;45,30622864;42,64295197;45,20579147;49,23933411;48,07434082;49,70928192;54,10177231;67,23204041;66,9347229;70,2514801;69,80260468;72,25336456;73,62376404;74,53382874;75,56668854;76,33080292;77,69366455;83,82487488;100,1401367;102,3722382;99,25708008;101,5474014;104,3533554;105,8866119
CHL;Electronic payments used to make payments (% age 15+);GFDD.AI.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,11851025;;
CHL;External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits);GFDD.OI.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,23001099;45,06610107;42,48387527;41,94544983;48,69307327;43,19300461;43,07538223;42,522995;35,48271561;30,45079041;26,55880165;30,60471535;28,63676071;26,10017967;30,64795685;27,61716652;29,68309212;21,61704445;22,29447746
CHL;External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits);GFDD.OI.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,56216431;30,67878532;31,29487038;27,34436798;32,68984985;29,8847084;29,1019001;28,01686287;23,71796989;17,76817131;16,68697739;19,72159195;19,58591461;17,38070297;22,15709877;18,91304588;17,36845779;10,33307934;11,66630363
CHL;External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits);GFDD.OI.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,66784477;14,38731766;11,18900776;14,60108471;16,00322723;13,3082943;13,97348309;14,50613117;11,76474476;12,68261814;9,871824265;10,88312435;9,050845146;8,719475746;8,490859032;8,70412159;12,31463528;11,28396511;10,62817383
CHL;Financial system deposits to GDP (%);GFDD.DI.08;;;14,36366081;13,47665691;8,812218666;8,704256058;8,759631157;9,062868118;9,488841057;9,461423874;9,48339653;12,23581982;13,30960369;10,02581882;6,301438808;6,972833157;7,301241875;9,01194191;11,47672176;14,6021471;18,93613434;22,93530083;27,4224453;25,2763195;23,32816315;23,67813492;24,08463669;24,38747406;25,00077629;26,73765182;28,16079903;27,33063698;28,87433052;30,74467278;29,94106483;30,05499649;33,04676056;36,79420471;41,61088943;46,19266891;46,92212296;47,00750351;46,87086105;45,05793762;42,41119385;44,27803421;43,9211731;46,35275269;52,92515182;47,34091568;37,4658699;39,35805511;43,21976471;46,53043747
CHL;Firms identifying access to finance as a major constraint (%);GFDD.AI.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,4;;;;17,6;;;
CHL;Firms not needing a loan (%);GFDD.AI.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,4;;;;30,8;;;
CHL;Firms using banks to finance investments (%);GFDD.AI.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29,1;;;;44,8;;;
CHL;Firms using banks to finance working capital (%);GFDD.AI.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,9;;;;55,1;;;
CHL;Firms whose recent loan application was rejected (%);GFDD.AI.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL;Firms with a bank loan or line of credit (%);GFDD.AI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69,1;;;;79,6;;;
CHL;Firms with a checking or savings account (%);GFDD.AI.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,0;;;;97,9;;;
CHL;Foreign bank assets among total bank assets (%);GFDD.OI.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;37,0;37,0;35,0;33,0;20,0
CHL;Foreign banks among total banks (%);GFDD.OI.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,0;41,0;42,0;40,0;45,0;45,0;42,0;42,0;42,0;38,0;39,0;39,0;45,0;45,0;43,0;43,0;41,0;41,0;41,0
CHL;GDP (Current USD);NY.GDP.MKTP.CD;4211762522,0;4705377500,0;5502763243,0;5482749434,0;5794301527,0;6053790468,0;7013580346,0;6913560997,0;7074820186,0;8179771226,0;8981111664,0;10694569522,0;11532517864,0;16387454417,0;15535549706,0;7226476865,0;9857547849,0;13359145454,0;15399431310,0;20729772211,0;27572307600,0;32644872980,0;24339421605,0;19770402077,0;19232737055,0;16486012247,0;17722536671,0;20902096532,0;24640912616,0;28385038397,0;31558927517,0;36424168146,0;44467946384,0;47693992627,0;55154226760,0;71349202309,0;75769008174,0;82808986192,0;79373597080,0;72995286764,0;79328640264,0;72336972322,0;70984568429,0;77840186385,0;100631000000,0;124404000000,0;154671000000,0;173006000000,0;179858000000,0;172323000000,0;217502000000,0;251162000000,0;266259000000,0;277199000000,0
CHL;GDP per capita (Constant 2005 USD);NY.GDP.PCAP.KD;2479,185118;2514,911146;2579,127548;2669,11985;2674,522068;2623,912487;2823,160961;2864,916365;2913,118295;2956,338781;2962,916852;3171,693937;3090,521995;2888,124577;2912,321979;2541,749921;2590,083934;2776,165254;2942,599232;3153,747052;3361,639141;3467,957264;3061,445049;2898,221009;3078,14393;3242,820594;3367,445323;3529,513053;3723,493048;4045,688342;4121,338287;4369,60298;4816,611571;5060,12073;5256,19318;5720,016605;6050,950941;6359,509186;6477,886043;6347,269394;6551,573086;6690,88591;6757,989701;6948,026396;7289,117742;7614,522058;7869,604222;8194,138629;8382,314885;8217,059194;8610,022043;9029,733681;9430,496585;9728,481224
CHL;Global leasing volume to GDP (%);GFDD.OI.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,999000013;1,027999997;0,426999986;0,572000027;0,758000016;1,0;0,75;0,699999988;0,620000005;1,409999967;1,090000033;1,529999971;1,889999986;0,910000026;
CHL;GNI (Current USD);NY.GNP.MKTP.CD;3969688311,0;4438097003,0;5247247230,0;5195572760,0;5500982645,0;5702157427,0;6647451198,0;6511059158,0;6674907431,0;7716765307,0;8512902051,0;10279302099,0;11115911176,0;15837078912,0;15274024480,0;6936456499,0;9532567011,0;13741875723,0;14892608817,0;20032215164,0;26543589639,0;31048719124,0;22304065058,0;17975631260,0;17159828817,0;14402815675,0;15784833865,0;19150129821,0;22663193362,0;26393474479,0;29799570394,0;34464354808,0;42547388220,0;45987562118,0;52602272883,0;68637202384,0;73263300750,0;80174899239,0;77484312064,0;70769187075,0;76450892762,0;69835951754,0;68132248923,0;73378398708,0;92792713003,0;113944000000,0;136258000000,0;154340000000,0;166929000000,0;161172000000,0;202874000000,0;237241000000,0;254758000000,0;266076000000,0
CHL;Gross portfolio debt assets to GDP (%);GFDD.DM.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,956999779;3,799999952;3,775000095;3,332000017;3,443000078;4,257999897;3,493999958;7,956999779;11,13500023;13,38799953;11,08699989;11,39000034;;;
CHL;Gross portfolio debt liabilities to GDP (%);GFDD.DM.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,524000168;5,750999928;9,156999588;11,72200012;13,99800014;11,64799976;9,062999725;7,611000061;6,22300005;6,153999805;7,837999821;9,730999947;;;
CHL;Gross portfolio equity assets to GDP (%);GFDD.DM.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,18700027;8,859000206;11,03299999;15,22700024;24,62899971;24,48500061;26,60700035;27,81399918;37,07899857;18,51099968;41,39300156;43,45800018;;;
CHL;Gross portfolio equity liabilities to GDP (%);GFDD.DM.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,56799984;6,025000095;5,032999992;3,28399992;5,218999863;4,652999878;5,552000046;5,204999924;5,309999943;4,987999916;8,208999634;9,998999596;;;
CHL;H-statistic;GFDD.OI.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL;Insurance company assets to GDP (%);GFDD.DI.11;;;;;;;;;;;;;;;;;;;;;1,416000009;1,36500001;2,194999933;2,395999908;3,114000082;2,887000084;3,667999983;3,937999964;4,413000107;4,748000145;6,113999844;6,975999832;7,514999866;8,711999893;10,39900017;9,979000092;10,92199993;11,61400032;12,85299969;14,67300034;15,67700005;17,34300041;18,07799911;22,26300049;20,27899933;19,61300087;16,44799995;17,83699989;15,37899971;20,92000008;19,61599922;16,80500031;18,67499924;20,19499969
CHL;International debt issues to GDP (%);GFDD.DM.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,550107479;1,121641994;1,595452666;2,663580894;3,682149887;5,276010513;6,193208694;8,074920654;11,01815701;12,48962975;11,12896442;9,106850624;7,222020149;6,144164562;5,72425127;5,920984745;6,575603485;7,502015591;8,769363403;11,10271072
CHL;Investments financed by banks (%);GFDD.AI.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,1;;;;32,5;;;
CHL;Investments financed by equity or stock sales (%);GFDD.AM.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;;;;1,3;;;
CHL;Lerner index;GFDD.OI.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,141944;0,128168;0,163004;0,21358;0,234103;0,251782;0,272263;0,275062;0,164975;0,318879;0,365942;0,403408;0,16689;0,322675;0,307574;;;
CHL;Life insurance premium volume to GDP (%);GFDD.DI.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,410000086;3,063999891;2,661999941;2,502000093;2,27699995;2,122999907;2,214999914;2,214999914;2,03399992;2,374000072;2,618000031;2,72300005;2,391000032;2,467999935;2,411000013;2,165999889;1,886999965;2,078999996;2,318000078;2,161999941;2,305000067;2,220999956;2,505000114;2,493999958
CHL;Liquid assets to deposits and short term funding (%);GFDD.SI.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,89291;46,94708252;47,05406189;45,11752319;53,08092499;43,99034882;43,77421951;32,38126755;30,16495895;33,87078857;18,99695206;16,84108162;14,16739559;14,35414124;13,86930275;13,60799313
